Name,Gender,Age,domain,courses did,skills,certificates or course,Interested,interested career preference,intrested company,Interested Type of Books,Management or Technical,hard/smart worker,Suggested Job Role,raw_role,mapped_role
Akshay Desai,Male,28,software/technology,no,information security,database security,Computer Architecture,Business process analyst,BPA,Diaries,Management,hard worker,Systems Security Administrator,Systems Security Administrator,cybersecurity
Akshay Kaninde,Male,29,software/technology,no,app development,database security,data engineering,testing,Service Based,Childrens,Technical,smart worker,Systems Security Administrator,Systems Security Administrator,cybersecurity
Akshay Milind Sarpe,Male,30,software/technology,no,distro making,game development,IOT,developer,Finance,Self help,Management,hard worker,Systems Security Administrator,Systems Security Administrator,cybersecurity
Akshita Gupta ,Male,26,software/technology,yes,python,hacking,data engineering,system developer,SAaS services,Health,Technical,hard worker,Systems Security Administrator,Systems Security Administrator,cybersecurity
Albin Baby ,Male,33,software/technology,no,full stack,hacking,programming,testing,Web Services,Guide,Management,hard worker,Systems Security Administrator,Systems Security Administrator,cybersecurity
Aleena Marymol,Female,27,software/technology,yes,python,cloud computing,hacking,system developer,Service Based,Diaries,Management,smart worker,Systems Security Administrator,Systems Security Administrator,cybersecurity
Ali,Male,31,software/technology,no,shell programming,data science,IOT,security,BPA,Autobiographies,Technical,hard worker,Systems Security Administrator,Systems Security Administrator,cybersecurity
Aliya Ruhi,Female,29,software/technology,yes,full stack,testing,networks,testing,Cloud Services,Encyclopedias,Management,smart worker,Systems Security Administrator,Systems Security Administrator,cybersecurity
Allu Venkata Ramana,Male,35,software/technology,no,distro making,database security,Software Engineering,developer,Testing and Maintainance Services,Travel,Management,hard worker,Systems Security Administrator,Systems Security Administrator,cybersecurity
Amaan Ansari,Male,24,software/technology,no,hadoop,system designing,programming,testing,Product based,Mystery,Technical,hard worker,Systems Security Administrator,Systems Security Administrator,cybersecurity
Amalorpawarani. S,Female,28,software/technology,yes,shell programming,system designing,parallel computing,system developer,Cloud Services,Satire,Management,hard worker,Systems Security Administrator,Systems Security Administrator,cybersecurity
Aman,Male,29,software/technology,yes,shell programming,system designing,programming,system developer,Finance,Religion-Spirituality,Technical,hard worker,Systems Security Administrator,Systems Security Administrator,cybersecurity
Aman Shukla,Male,34,software/technology,yes,shell programming,testing,data engineering,testing,Service Based,Childrens,Management,smart worker,Technical Support,Technical Support,other
Amandeep Singh,Male,27,software/technology,no,full stack,testing,parallel computing,cloud computing,product development,Childrens,Technical,smart worker,Technical Support,Technical Support,other
AMBUJ KUMAR,Male,30,software/technology,no,machine learning,hacking,networks,cloud computing,Cloud Services,Biographies,Technical,hard worker,Technical Support,Technical Support,other
Amey ,Male,26,software/technology,yes,full stack,cloud computing,parallel computing,Business process analyst,Finance,Diaries,Management,hard worker,Technical Support,Technical Support,other
Amrit Riyat,Male,28,software/technology,no,r programming,cloud computing,networks,system developer,Service Based,History,Management,smart worker,Technical Support,Technical Support,other
Amrutha Devarapalli,Male,25,software/technology,no,shell programming,database security,Software Engineering,security,Finance,Trilogy,Technical,hard worker,Technical Support,Technical Support,other
Ananda V,Male,31,software/technology,yes,hadoop,web tech,excellent,Computer Architecture,system developer,no,Poetry,Technical,Technical Support,Technical Support,other
Anandhi,Female,28,software/technology,no,python,hacking,cloud computing,testing,Finance,History,Management,smart worker,Technical Support,Technical Support,other
Anandhu G,Male,30,software/technology,no,full stack,game development,Software Engineering,testing,Product based,Mystery,Technical,hard worker,Technical Support,Technical Support,other
Anant,Male,27,software/technology,yes,r programming,data science,networks,Business process analyst,Product based,Comics,Management,hard worker,Technical Support,Technical Support,other
Anant Paliwal ,Male,29,software/technology,yes,machine learning,web tech,excellent,hacking,Business process analyst,yes,Self help,Technical,Technical Support,Technical Support,other
Anchit ,Male,32,software/technology,no,r programming,hacking,Management,system developer,Cloud Services,Math,Management,hard worker,Technical Support,Technical Support,other
Aneesh Pillai,Male,35,software/technology,yes,full stack,web tech,poor,cloud computing,cloud computing,yes,Guide,Technical,Technical Support,Technical Support,other
Aniket Nagnath Pawar,Male,29,software/technology,no,distro making,testing,data engineering,security,Product based,Journals,Technical,hard worker,Technical Support,Technical Support,other
Anil kumar,Male,33,software/technology,yes,machine learning,data science,Computer Architecture,developer,Testing and Maintainance Services,Satire,Management,hard worker,Technical Support,Technical Support,other
Anil Kumar Verma,Male,27,software/technology,yes,app development,cloud computing,hacking,testing,Testing and Maintainance Services,Trilogy,Technical,smart worker,Technical Support,Technical Support,other
Anila Dada,Male,30,software/technology,no,machine learning,testing,hacking,developer,Cloud Services,Fantasy,Technical,hard worker,Technical Support,Technical Support,other
ANILKUMAR DAMERA,Male,28,software/technology,no,hadoop,system designing,parallel computing,testing,Web Services,Series,Management,hard worker,Technical Support,Technical Support,other
Anirudh Chawla,Male,32,software/technology,no,full stack,data science,IOT,cloud computing,Cloud Services,Childrens,Management,smart worker,Technical Support,Technical Support,other
Anisha swain,Female,30,software/technology,yes,distro making,game development,hacking,testing,product development,Anthology,Management,smart worker,Technical Support,Technical Support,other
ANISHKUMAR K E,Male,26,software/technology,no,python,testing,programming,system developer,Testing and Maintainance Services,Romance,Management,hard worker,Technical Support,Technical Support,other
Anjali,Female,28,software/technology,no,python,data science,programming,cloud computing,Sales and Marketing,Health,Management,hard worker,Technical Support,Technical Support,other
Anjali Bajaj,Female,35,software/technology,yes,hadoop,data science,data engineering,developer,SAaS services,Self help,Technical,hard worker,Technical Support,Technical Support,other
Anjali Panigrahi ,Female,29,software/technology,no,hadoop,system designing,programming,system developer,Finance,Travel,Management,smart worker,Technical Support,Technical Support,other
Anjali Prajapati,Female,27,software/technology,yes,distro making,data science,Management,testing,product development,Poetry,Technical,smart worker,Technical Support,Technical Support,other
Anjali Prajapati ,Female,31,software/technology,yes,information security,system designing,hacking,testing,Web Services,Series,Technical,hard worker,Technical Support,Technical Support,other
Anju,Female,40,software/technology,yes,distro making,testing,data engineering,Business process analyst,Web Services,History,Technical,smart worker,Technical Support,Technical Support,other
Ankita Agarwalla,Female,22,software/technology,no,full stack,web tech,excellent,Management,cloud computing,yes,Science fiction,Technical,Technical Support,Technical Support,other
ANKUSH DUTTA,Male,23,software/technology,no,distro making,game development,parallel computing,developer,Service Based,Childrens,Technical,smart worker,Technical Support,Technical Support,other
Anmol Arora ,Male,24,software/technology,no,information security,database security,cloud computing,cloud computing,product development,History,Technical,smart worker,Technical Support,Technical Support,other
Ann Maria David ,Male,25,software/technology,no,python,data science,cloud computing,security,Sales and Marketing,Guide,Management,hard worker,Technical Support,Technical Support,other
Annamalai V,Male,26,software/technology,no,shell programming,testing,programming,Business process analyst,BPA,Horror,Management,hard worker,Technical Support,Technical Support,other
Anonymous,Prefer not to say,27,software/technology,no,distro making,hacking,data engineering,system developer,Product based,Childrens,Technical,smart worker,Technical Support,Technical Support,other
Ansari Aiman ,Female,28,software/technology,yes,information security,game development,Computer Architecture,cloud computing,Service Based,Cookbooks,Technical,hard worker,Technical Support,Technical Support,other
Ansari Ali Mohammad,Male,29,software/technology,yes,full stack,database security,networks,testing,product development,Health,Technical,smart worker,Technical Support,Technical Support,other
Ansari Iqra Bazm Khurshid,Female,30,software/technology,yes,r programming,testing,IOT,security,Cloud Services,Prayer books,Management,hard worker,Technical Support,Technical Support,other
Ansari Nasima ,Female,31,software/technology,no,app development,database security,Software Engineering,testing,Cloud Services,Science fiction,Technical,hard worker,Technical Support,Technical Support,other
Ansari sameer,Male,32,software/technology,yes,app development,system designing,programming,Business process analyst,Service Based,Guide,Management,hard worker,Technical Support,Technical Support,other
Ansari vali mohammad ,Male,33,software/technology,no,machine learning,hacking,networks,Business process analyst,Finance,Horror,Management,smart worker,Technical Support,Technical Support,other
Anshu Kumar ,Male,34,software/technology,no,hadoop,web tech,medium,data engineering,testing,no,Romance,Management,Technical Support,Technical Support,other
Anshul Batra,Male,35,software/technology,no,information security,hacking,IOT,security,Testing and Maintainance Services,Travel,Technical,smart worker,Technical Support,Technical Support,other
Anshumali Singh,Female,36,software/technology,no,python,game development,Management,developer,Web Services,Horror,Technical,hard worker,Technical Support,Technical Support,other
Anudeep reddy,Male,37,software/technology,yes,app development,system designing,Management,cloud computing,Cloud Services,Guide,Technical,hard worker,Technical Support,Technical Support,other
Anushka Diwate,Female,38,software/technology,yes,distro making,database security,IOT,testing,SAaS services,Health,Management,smart worker,Technical Support,Technical Support,other
Anusuya,Female,39,software/technology,no,r programming,game development,hacking,developer,Service Based,Cookbooks,Management,smart worker,Technical Support,Technical Support,other
Appala rao,Male,40,software/technology,no,shell programming,database security,Computer Architecture,system developer,SAaS services,Science,Management,smart worker,Technical Support,Technical Support,other
Applav Gautam ,Male,41,software/technology,no,machine learning,hacking,Management,security,Testing and Maintainance Services,Health,Management,smart worker,Technical Support,Technical Support,other
Aprajita Sharma,Female,22,software/technology,yes,python,cloud computing,Management,cloud computing,SAaS services,Math,Technical,smart worker,Technical Support,Technical Support,other
Apurva s solanke,Female,23,software/technology,yes,shell programming,testing,data engineering,system developer,Testing and Maintainance Services,Action and Adventure,Technical,hard worker,Technical Support,Technical Support,other
Aqsa momin,Female,24,software/technology,yes,information security,hacking,Software Engineering,testing,Sales and Marketing,Action and Adventure,Management,hard worker,Technical Support,Technical Support,other
Aquib,Male,25,software/technology,yes,information security,data science,IOT,developer,SAaS services,Travel,Technical,hard worker,Technical Support,Technical Support,other
Arasavalli Hari Venkata Hanish,Male,26,software/technology,yes,hadoop,game development,parallel computing,Business process analyst,Service Based,Self help,Management,hard worker,Technical Support,Technical Support,other
Arfaz Khan,Male,27,software/technology,no,r programming,testing,Computer Architecture,testing,Finance,Cookbooks,Technical,smart worker,Technical Support,Technical Support,other
ARFAZ KHAN,Male,28,software/technology,yes,hadoop,web tech,excellent,hacking,security,yes,Autobiographies,Technical,Technical Support,Technical Support,other
Arish,Female,29,software/technology,no,hadoop,game development,networks,security,BPA,Series,Technical,hard worker,Technical Support,Technical Support,other
Arjun R V,Male,30,software/technology,yes,full stack,database security,parallel computing,system developer,Cloud Services,Guide,Technical,smart worker,Technical Support,Technical Support,other
Aromal ,Male,31,software/technology,no,shell programming,cloud computing,Management,cloud computing,Cloud Services,Diaries,Management,hard worker,Technical Support,Technical Support,other
Arpit Srivastava,Male,32,software/technology,yes,full stack,database security,data engineering,cloud computing,Testing and Maintainance Services,Biographies,Technical,hard worker,Technical Support,Technical Support,other
Arshad,Male,23,software/technology,no,distro making,testing,data engineering,testing,Web Services,Cookbooks,Management,hard worker,Technical Support,Technical Support,other
ARSHAD KHAN,Male,34,software/technology,yes,full stack,cloud computing,hacking,security,Product based,Guide,Management,smart worker,Technical Support,Technical Support,other
ARUMUGA SUBHASHINI N,Female,35,software/technology,yes,shell programming,database security,parallel computing,system developer,Service Based,Satire,Technical,hard worker,Technical Support,Technical Support,other
Arumugam. K,Male,36,software/technology,yes,machine learning,cloud computing,data engineering,testing,Cloud Services,Satire,Management,smart worker,Technical Support,Technical Support,other
Arun Janardhan,Male,37,software/technology,no,machine learning,game development,hacking,cloud computing,Service Based,Health,Technical,hard worker,Technical Support,Technical Support,other
Arun sai,Male,38,software/technology,yes,shell programming,system designing,IOT,testing,Cloud Services,Drama,Technical,smart worker,Technical Support,Technical Support,other
Arundhathi ,Female,39,software/technology,no,hadoop,game development,networks,system developer,Service Based,Drama,Technical,smart worker,Technical Support,Technical Support,other
Arunkumar.R,Male,40,software/technology,yes,information security,web tech,excellent,cloud computing,cloud computing,no,Science fiction,Technical,Technical Support,Technical Support,other
Arunpativada ,Male,41,software/technology,no,shell programming,system designing,programming,system developer,Testing and Maintainance Services,Comics,Technical,hard worker,Technical Support,Technical Support,other
Arvind Kumar Yadav,Male,22,software/technology,yes,machine learning,database security,cloud computing,testing,product development,Cookbooks,Technical,hard worker,Technical Support,Technical Support,other
arvind kumar yadav,Male,23,software/technology,no,shell programming,database security,Management,testing,Sales and Marketing,Poetry,Management,hard worker,Technical Support,Technical Support,other
Aryan Vig,Male,24,software/technology,yes,full stack,system designing,IOT,Business process analyst,Testing and Maintainance Services,Math,Technical,hard worker,Technical Support,Technical Support,other
Asad Ansari ,Male,25,software/technology,yes,hadoop,cloud computing,hacking,Business process analyst,Web Services,Autobiographies,Management,smart worker,Technical Support,Technical Support,other
Asha,Female,26,software/technology,no,information security,testing,Management,developer,product development,Prayer books,Management,smart worker,Technical Support,Technical Support,other
Ashi mishra,Female,27,software/technology,no,full stack,data science,Management,Business process analyst,Web Services,Romance,Management,smart worker,Technical Support,Technical Support,other
Ashis parija ,Male,28,software/technology,no,app development,hacking,programming,developer,Testing and Maintainance Services,Self help,Management,hard worker,Technical Support,Technical Support,other
Ashish Singh,Male,29,software/technology,no,distro making,web tech,excellent,parallel computing,testing,yes,Self help,Technical,Technical Support,Technical Support,other
ASHOK RAO,Male,30,software/technology,yes,full stack,data science,Management,Business process analyst,Service Based,Science fiction,Management,smart worker,Technical Support,Technical Support,other
Ashok Reddy Bhimavarapu ,Male,31,software/technology,no,r programming,system designing,data engineering,testing,Testing and Maintainance Services,Dictionaries,Technical,smart worker,Technical Support,Technical Support,other
Ashutosh,Male,32,software/technology,yes,distro making,testing,hacking,security,Cloud Services,Encyclopedias,Management,hard worker,Technical Support,Technical Support,other
Ashwini mane ,Female,23,software/technology,no,distro making,game development,Management,developer,Finance,Drama,Technical,smart worker,Technical Support,Technical Support,other
Asit Ray,Male,24,software/technology,no,hadoop,game development,programming,Business process analyst,Sales and Marketing,Poetry,Technical,hard worker,Technical Support,Technical Support,other
Asiya Shaikh,Female,25,software/technology,yes,app development,data science,parallel computing,developer,Cloud Services,Science,Management,smart worker,Technical Support,Technical Support,other
Astha Singh,Female,26,software/technology,yes,distro making,testing,parallel computing,security,SAaS services,Anthology,Technical,hard worker,Technical Support,Technical Support,other
Astuti,Female,37,software/technology,no,shell programming,data science,Computer Architecture,cloud computing,product development,Cookbooks,Management,hard worker,Technical Support,Technical Support,other
Atmajeet Das,Male,38,software/technology,no,shell programming,data science,networks,developer,Service Based,Encyclopedias,Management,smart worker,Technical Support,Technical Support,other
Atul Kumar,Male,39,software/technology,yes,shell programming,cloud computing,networks,testing,Cloud Services,Childrens,Technical,smart worker,Technical Support,Technical Support,other
Auothapuram Anand kumar,Male,40,software/technology,no,hadoop,data science,hacking,developer,Product based,Mystery,Technical,hard worker,Technical Support,Technical Support,other
Avani Kapadia,Female,41,software/technology,yes,python,web tech,poor,networks,developer,no,Religion-Spirituality,Technical,Technical Support,Technical Support,other
Avinash,Male,22,software/technology,no,machine learning,system designing,Management,developer,Finance,Self help,Management,smart worker,Technical Support,Technical Support,other
Avinash Guniganti ,Male,23,software/technology,yes,python,web tech,medium,IOT,system developer,no,Cookbooks,Technical,Technical Support,Technical Support,other
Avinash mishra,Male,24,software/technology,yes,information security,database security,IOT,cloud computing,Web Services,Biographies,Technical,hard worker,Technical Support,Technical Support,other
Avinash Prakash Salunke,Male,25,software/technology,no,python,hacking,programming,system developer,BPA,Prayer books,Management,hard worker,Technical Support,Technical Support,other
Avisnash,Male,26,software/technology,no,app development,testing,cloud computing,cloud computing,Sales and Marketing,Horror,Technical,smart worker,Technical Support,Technical Support,other
Avnit Rai ,Male,27,software/technology,no,shell programming,database security,parallel computing,testing,Cloud Services,Math,Management,hard worker,Technical Support,Technical Support,other
Avvaru Bharathi ,Female,28,software/technology,yes,app development,database security,data engineering,system developer,Web Services,Religion-Spirituality,Management,smart worker,Technical Support,Technical Support,other
Ayman sk,Male,29,software/technology,no,information security,data science,programming,security,Product based,Mystery,Technical,hard worker,Technical Support,Technical Support,other
B Abhishek Naidu,Male,30,software/technology,no,r programming,web tech,poor,parallel computing,security,yes,Math,Technical,Technical Support,Technical Support,other
B Jyothsna,Female,31,software/technology,yes,shell programming,web tech,medium,IOT,system developer,yes,Fantasy,Technical,Technical Support,Technical Support,other
B THEJA KUMAR ,Male,32,software/technology,no,hadoop,cloud computing,Computer Architecture,system developer,SAaS services,Diaries,Technical,hard worker,Technical Support,Technical Support,other
B. Lavanya,Female,33,software/technology,no,shell programming,hacking,parallel computing,security,product development,Math,Technical,hard worker,Technical Support,Technical Support,other
B. Lokesh,Male,34,software/technology,no,app development,game development,hacking,security,Web Services,Series,Management,smart worker,Technical Support,Technical Support,other
B.Ashwitha Rani,Female,35,software/technology,yes,shell programming,web tech,medium,IOT,testing,yes,Health,Management,Technical Support,Technical Support,other
B.Joel,Male,36,software/technology,no,distro making,database security,parallel computing,security,Cloud Services,Fantasy,Management,hard worker,Technical Support,Technical Support,other
BALA AMUTHAN B,Male,37,software/technology,yes,shell programming,game development,data engineering,testing,BPA,Dictionaries,Technical,hard worker,Technical Support,Technical Support,other
BALAMURUGAN A,Male,38,software/technology,no,distro making,cloud computing,Computer Architecture,security,Web Services,Diaries,Technical,smart worker,Technical Support,Technical Support,other
Barath. P,Male,39,software/technology,no,distro making,system designing,Software Engineering,Business process analyst,BPA,Science,Management,hard worker,Technical Support,Technical Support,other
Baskar R,Male,40,software/technology,no,shell programming,game development,IOT,developer,Cloud Services,Journals,Management,hard worker,Technical Support,Technical Support,other
Begari rahul,Male,41,software/technology,yes,hadoop,cloud computing,IOT,testing,Testing and Maintainance Services,Autobiographies,Management,smart worker,Technical Support,Technical Support,other
Ben y,Male,22,software/technology,no,distro making,system designing,hacking,Business process analyst,Service Based,History,Management,hard worker,Technical Support,Technical Support,other
Bendi Yaswanth Sri Sai Sasthry,Male,23,software/technology,no,information security,cloud computing,IOT,developer,Finance,Self help,Technical,hard worker,Technical Support,Technical Support,other
Bhagyalaxmi Biswal,Female,24,software/technology,yes,information security,web tech,medium,networks,cloud computing,no,Anthology,Technical,Technical Support,Technical Support,other
Bhagyashree A Awasthi,Female,25,software/technology,no,distro making,data science,hacking,testing,product development,History,Management,smart worker,Technical Support,Technical Support,other
Bhanu Meka,Male,26,software/technology,no,app development,hacking,data engineering,security,product development,Science,Technical,smart worker,Technical Support,Technical Support,other
Bharat,Male,27,software/technology,no,shell programming,data science,data engineering,security,Sales and Marketing,Poetry,Management,smart worker,Technical Support,Technical Support,other
Bharat Tanwar,Male,28,software/technology,yes,information security,testing,IOT,security,BPA,Health,Technical,hard worker,Technical Support,Technical Support,other
Bharath ,Male,29,software/technology,no,python,web tech,medium,IOT,system developer,no,Horror,Management,Technical Support,Technical Support,other
Bharathi P,Male,30,software/technology,no,r programming,hacking,Software Engineering,system developer,Finance,Horror,Technical,smart worker,Technical Support,Technical Support,other
BHARATHI. R,Female,31,software/technology,no,python,database security,cloud computing,security,Web Services,Guide,Management,smart worker,Technical Support,Technical Support,other
BharathVasan,Male,32,software/technology,yes,machine learning,data science,Computer Architecture,security,Service Based,Health,Management,smart worker,Technical Support,Technical Support,other
Bhargav Saligram,Male,33,software/technology,no,machine learning,web tech,medium,cloud computing,testing,yes,Romance,Management,Technical Support,Technical Support,other
BhargavaLakshmi,Female,34,software/technology,yes,shell programming,web tech,poor,cloud computing,developer,yes,Satire,Management,Technical Support,Technical Support,other
Bhargavi ponduri ,Female,35,software/technology,yes,full stack,testing,Software Engineering,cloud computing,Service Based,Self help,Management,smart worker,Technical Support,Technical Support,other
Bhaskar,Male,36,software/technology,yes,distro making,cloud computing,IOT,cloud computing,Cloud Services,Series,Management,smart worker,Technical Support,Technical Support,other
Bhavana,Female,37,software/technology,yes,full stack,database security,data engineering,cloud computing,SAaS services,Art,Management,smart worker,Technical Support,Technical Support,other
Bibhu lenka,Male,38,software/technology,yes,shell programming,testing,Management,Business process analyst,Finance,Religion-Spirituality,Management,smart worker,Technical Support,Technical Support,other
Bibhu lenka,Male,39,software/technology,no,full stack,game development,programming,security,SAaS services,Trilogy,Technical,smart worker,Technical Support,Technical Support,other
Bikash,Male,40,software/technology,no,distro making,testing,Software Engineering,developer,SAaS services,Autobiographies,Management,hard worker,Technical Support,Technical Support,other
Biki Maharana ,Male,41,software/technology,yes,app development,database security,networks,security,Sales and Marketing,Encyclopedias,Technical,hard worker,Technical Support,Technical Support,other
Biren Kumar Sahoo,Male,22,software/technology,yes,r programming,web tech,medium,data engineering,testing,no,Satire,Management,Technical Support,Technical Support,other
Biswa,Male,21,software/technology,yes,app development,testing,Computer Architecture,cloud computing,product development,Trilogy,Technical,smart worker,Technical Support,Technical Support,other
Biswojit das,Male,20,software/technology,yes,distro making,testing,hacking,testing,SAaS services,Childrens,Technical,smart worker,Technical Support,Technical Support,other
Bobin Shaji,Male,22,software/technology,no,shell programming,database security,programming,security,BPA,Dictionaries,Technical,smart worker,Technical Support,Technical Support,other
Bommana Pravallika,Female,21,software/technology,yes,full stack,game development,IOT,testing,BPA,Trilogy,Management,hard worker,Technical Support,Technical Support,other
Brijendra kumar dubey,Male,23,software/technology,yes,app development,system designing,Software Engineering,cloud computing,Cloud Services,History,Technical,hard worker,Technical Support,Technical Support,other
Budati siva Koteswara Rao ,Male,22,software/technology,yes,shell programming,web tech,poor,cloud computing,Business process analyst,yes,Travel,Management,Technical Support,Technical Support,other
C sivalingamurthy,Male,20,software/technology,no,full stack,hacking,IOT,testing,Testing and Maintainance Services,Action and Adventure,Technical,hard worker,Technical Support,Technical Support,other
Chaitali,Female,21,software/technology,yes,full stack,data science,Management,security,Product based,Anthology,Technical,smart worker,Technical Support,Technical Support,other
Chaitali Madhukar Chavak,Female,23,software/technology,no,python,cloud computing,hacking,security,Product based,Mystery,Management,smart worker,Technical Support,Technical Support,other
Chaitra,Female,22,software/technology,yes,full stack,cloud computing,Software Engineering,Business process analyst,Cloud Services,Health,Technical,hard worker,Technical Support,Technical Support,other
Chamarthi venkata Sai prasanna kumar,Male,21,software/technology,yes,app development,web tech,medium,networks,system developer,no,Prayer books,Technical,Technical Support,Technical Support,other
Chanda verma ,Female,22,software/technology,no,hadoop,cloud computing,hacking,developer,Service Based,Diaries,Management,hard worker,Technical Support,Technical Support,other
Chandaka suneetha,Female,21,software/technology,yes,machine learning,data science,Management,security,Web Services,Prayer books,Management,smart worker,Technical Support,Technical Support,other
Chandra bhan yadav,Male,23,software/technology,yes,information security,data science,IOT,Business process analyst,Finance,Autobiographies,Technical,smart worker,Technical Support,Technical Support,other
Chandra sai kolli,Male,22,software/technology,no,information security,web tech,poor,programming,testing,no,Self help,Management,Technical Support,Technical Support,other
Chandralekha,Female,20,software/technology,no,hadoop,web tech,excellent,cloud computing,testing,no,Trilogy,Technical,Technical Support,Technical Support,other
Chetan Aher,Male,21,software/technology,yes,information security,data science,cloud computing,developer,Sales and Marketing,Fantasy,Technical,smart worker,Technical Support,Technical Support,other
Chetan wanjare,Male,23,software/technology,no,shell programming,web tech,excellent,networks,cloud computing,no,Math,Management,Technical Support,Technical Support,other
Chiluka Pragnesh ,Male,22,software/technology,yes,distro making,database security,cloud computing,Business process analyst,BPA,Science,Technical,smart worker,Technical Support,Technical Support,other
Chintu,Male,20,software/technology,yes,full stack,testing,Computer Architecture,system developer,BPA,Childrens,Technical,hard worker,Technical Support,Technical Support,other
Chirag Garg ,Male,21,software/technology,no,full stack,testing,programming,Business process analyst,Service Based,Cookbooks,Technical,smart worker,Technical Support,Technical Support,other
Chirag Gupta ,Male,23,software/technology,no,distro making,cloud computing,programming,system developer,Web Services,Romance,Management,smart worker,Technical Support,Technical Support,other
Chirag Manavar ,Male,22,software/technology,no,python,testing,cloud computing,security,SAaS services,Religion-Spirituality,Management,hard worker,Technical Support,Technical Support,other
Chithra S,Female,21,software/technology,no,information security,game development,Software Engineering,Business process analyst,BPA,Science,Management,hard worker,Technical Support,Technical Support,other
CHITRA,Female,23,software/technology,no,information security,hacking,Software Engineering,security,SAaS services,Science,Technical,hard worker,Technical Support,Technical Support,other
Choppa Durga Reddy,Male,22,software/technology,yes,full stack,system designing,cloud computing,developer,product development,Cookbooks,Management,smart worker,Technical Support,Technical Support,other
Cynthia,Female,20,software/technology,no,shell programming,database security,Software Engineering,cloud computing,Web Services,Art,Technical,hard worker,Technical Support,Technical Support,other
Daivik Patel,Male,21,software/technology,no,full stack,cloud computing,cloud computing,security,Service Based,Dictionaries,Management,hard worker,Technical Support,Technical Support,other
DAMERA ANILKUMAR ,Male,23,software/technology,no,shell programming,web tech,poor,networks,security,yes,Cookbooks,Management,Technical Support,Technical Support,other
Damini Dilip Reddy,Female,22,software/technology,yes,r programming,testing,data engineering,security,SAaS services,Mystery,Management,hard worker,Technical Support,Technical Support,other
Danish Azam,Male,20,software/technology,yes,distro making,system designing,IOT,Business process analyst,Web Services,Health,Management,hard worker,Technical Support,Technical Support,other
Daniyal Tarique,Male,21,software/technology,yes,distro making,game development,cloud computing,system developer,Testing and Maintainance Services,Fantasy,Technical,hard worker,Technical Support,Technical Support,other
Darshana Krishnamoorthy,Female,23,software/technology,yes,r programming,system designing,Computer Architecture,security,Web Services,Travel,Technical,hard worker,Technical Support,Technical Support,other
DASARI SHANMUKA KIRAN,Male,22,software/technology,no,r programming,game development,Computer Architecture,system developer,Service Based,Action and Adventure,Technical,smart worker,Technical Support,Technical Support,other
Datta Chavan,Male,21,software/technology,no,full stack,system designing,Management,testing,Finance,Self help,Technical,hard worker,Technical Support,Technical Support,other
Debasis nahak ,Male,23,software/technology,no,machine learning,system designing,hacking,developer,Finance,Romance,Management,hard worker,Technical Support,Technical Support,other
Debidatta Das,Male,22,software/technology,yes,full stack,hacking,data engineering,cloud computing,Web Services,Dictionaries,Technical,smart worker,Technical Support,Technical Support,other
Debojeet Nag,Male,20,software/technology,no,app development,game development,Management,cloud computing,Service Based,Encyclopedias,Technical,hard worker,Technical Support,Technical Support,other
Deeksha Aggarwal,Female,21,software/technology,no,r programming,system designing,data engineering,cloud computing,Product based,History,Technical,smart worker,Technical Support,Technical Support,other
Deepak Bhatlavande,Male,22,software/technology,no,shell programming,game development,parallel computing,developer,Sales and Marketing,Mystery,Management,smart worker,Technical Support,Technical Support,other
Deepak.P,Male,20,software/technology,yes,shell programming,game development,networks,Business process analyst,Service Based,Health,Technical,hard worker,Technical Support,Technical Support,other
Deepali Agarwal,Female,21,software/technology,no,r programming,hacking,Management,cloud computing,BPA,Biographies,Management,smart worker,Technical Support,Technical Support,other
Deepan Chakaravarthy S,Male,23,software/technology,yes,hadoop,cloud computing,IOT,cloud computing,Finance,Self help,Technical,hard worker,Technical Support,Technical Support,other
DEVADHARSAN.M,Male,22,software/technology,no,r programming,system designing,Computer Architecture,developer,Cloud Services,Self help,Technical,hard worker,Technical Support,Technical Support,other
DEVANABOINA NAGA SIVAIAH,Male,21,software/technology,yes,hadoop,hacking,Computer Architecture,testing,Service Based,Encyclopedias,Management,smart worker,Technical Support,Technical Support,other
Devang Tailor,Male,20,software/technology,yes,r programming,data science,Computer Architecture,testing,Testing and Maintainance Services,Dictionaries,Management,smart worker,Technical Support,Technical Support,other
Devesh Mishra,Male,22,software/technology,no,machine learning,system designing,cloud computing,security,Web Services,Trilogy,Management,smart worker,Technical Support,Technical Support,other
Devi ,Female,21,software/technology,yes,python,web tech,medium,hacking,security,no,History,Management,Technical Support,Technical Support,other
Dhanalakshmi ,Female,23,software/technology,no,shell programming,system designing,parallel computing,system developer,SAaS services,Journals,Technical,hard worker,Technical Support,Technical Support,other
Dhanalakshmi. Meesala,Female,22,software/technology,no,information security,database security,networks,testing,Finance,Self help,Management,hard worker,Technical Support,Technical Support,other
DHANANJAY RAJSHEKHAR JOKARE ,Male,21,software/technology,yes,app development,database security,IOT,testing,Testing and Maintainance Services,Religion-Spirituality,Technical,smart worker,Technical Support,Technical Support,other
Dhanraj Deore,Male,20,software/technology,no,full stack,cloud computing,Software Engineering,system developer,Cloud Services,Science fiction,Management,smart worker,Technical Support,Technical Support,other
Dharam singh,Male,22,software/technology,yes,python,hacking,data engineering,system developer,Product based,Satire,Technical,smart worker,Technical Support,Technical Support,other
